2.600000000000000000e+01,1.165542267997672354e+00,3.500250580445208315e-01,1.367658885804672320e+00,1.000000000000000000e+00
2.700000000000000000e+01,1.158819674905814168e+00,1.036924556857496266e-01,1.366302590684332241e+00,1.000000000000000000e+00
2.800000000000000000e+01,1.566921055730092549e+00,1.595351483191466579e+00,1.355558344351244227e+00,1.000000000000000000e+00
2.900000000000000000e+01,1.566758277292993329e+00,1.347403447771362117e+00,1.360773928990694159e+00,1.000000000000000000e+00
3.000000000000000000e+01,1.566775113803448471e+00,1.097786752035262436e+00,1.363424161568906223e+00,1.000000000000000000e+00
3.100000000000000000e+01,1.565208226924345691e+00,8.496214524746130703e-01,1.363490207437213719e+00,1.000000000000000000e+00
3.200000000000000000e+01,1.559899658577811987e+00,6.058133014257274240e-01,1.364384087191057748e+00,1.000000000000000000e+00
3.300000000000000000e+01,1.566019006962160454e+00,3.526710693964733578e-01,1.367137133861439979e+00,1.000000000000000000e+00
3.400000000000000000e+01,1.559969098898012829e+00,1.043090016568704592e-01,1.365569396810013325e+00,1.000000000000000000e+00
3.500000000000000000e+01,1.965367553589727256e+00,1.596320529290960355e+00,1.356608357054565284e+00,1.000000000000000000e+00
3.600000000000000000e+01,1.965061157033818340e+00,1.346655893301221374e+00,1.358674625084570042e+00,1.000000000000000000e+00
3.700000000000000000e+01,1.965479416056654438e+00,1.098103190467940138e+00,1.362783631232525883e+00,1.000000000000000000e+00
3.800000000000000000e+01,1.963853098222483329e+00,8.499060587076698869e-01,1.362799636412838078e+00,1.000000000000000000e+00
3.900000000000000000e+01,1.959492507261617389e+00,6.075383711734508863e-01,1.361594144598194944e+00,1.000000000000000000e+00
4.000000000000000000e+01,1.965538838735224170e+00,3.540404519510812476e-01,1.365765355294584982e+00,1.000000000000000000e+00
4.100000000000000000e+01,1.960621447828946318e+00,1.057892665025738088e-01,1.364504921961775530e+00,1.000000000000000000e+00
4.200000000000000000e+01,2.364657598484391166e+00,1.588871333540958997e+00,1.354506408888962454e+00,1.000000000000000000e+00
4.300000000000000000e+01,2.363984048264940796e+00,1.341624254971754526e+00,1.361825001379420419e+00,1.000000000000000000e+00
4.400000000000000000e+01,2.364550386977790630e+00,1.094586073538436288e+00,1.365385905915662557e+00,1.000000000000000000e+00
4.500000000000000000e+01,2.363878650905519407e+00,8.466449512018930923e-01,1.363213814875452012e+00,1.000000000000000000e+00
4.600000000000000000e+01,2.358347453204368449e+00,6.041059778932291735e-01,1.365286725854906624e+00,1.000000000000000000e+00
4.700000000000000000e+01,2.363541222530844976e+00,3.523228435515018409e-01,1.366811991404431437e+00,1.000000000000000000e+00
4.800000000000000000e+01,2.357185373679031137e+00,1.050057517581561850e-01,1.365682364339888988e+00,1.000000000000000000e+00
4.900000000000000000e+01,2.765315532613203064e+00,1.595062323100322255e+00,1.370997342276228714e+00,1.000000000000000000e+00
5.000000000000000000e+01,2.766822536374680563e+00,1.346132141054082965e+00,1.375072749366647695e+00,1.000000000000000000e+00
5.100000000000000000e+01,2.769001721749420941e+00,1.097582070154071054e+00,1.378361702829066449e+00,1.000000000000000000e+00
5.200000000000000000e+01,2.770121194169205658e+00,8.482502084104348583e-01,1.374569354579429303e+00,1.000000000000000000e+00
5.300000000000000000e+01,2.766609508302034559e+00,6.048719804906891317e-01,1.375487650248072402e+00,1.000000000000000000e+00
5.400000000000000000e+01,2.771050975599650634e+00,3.534701010983033465e-01,1.376823701242054332e+00,1.000000000000000000e+00
5.500000000000000000e+01,2.765393645433995129e+00,1.051096047890819618e-01,1.376337924368697507e+00,1.000000000000000000e+00
5.600000000000000000e+01,3.159393363764033236e+00,1.595759523531606217e+00,1.384245944310359411e+00,1.000000000000000000e+00
5.700000000000000000e+01,3.157442138549040322e+00,1.347737501998409915e+00,1.388192307591533226e+00,1.000000000000000000e+00
5.800000000000000000e+01,3.156100492282279291e+00,1.100513432618679621e+00,1.390248097892783807e+00,1.000000000000000000e+00
5.900000000000000000e+01,3.156357433363512488e+00,8.515507311635962528e-01,1.388983652663735135e+00,1.000000000000000000e+00
6.000000000000000000e+01,3.153980815618778522e+00,6.077022797056809145e-01,1.391421132837385777e+00,1.000000000000000000e+00
6.100000000000000000e+01,3.152892854506486486e+00,3.576099952375208502e-01,1.394675901434842658e+00,1.000000000000000000e+00
6.200000000000000000e+01,3.149291666241720744e+00,1.103420752270595356e-01,1.395080100259156852e+00,1.000000000000000000e+00
