0.000000000000000000e+00,-2.699730488881058738e-02,1.595119238608299073e+00,1.348548966059790466e+00,1.000000000000000000e+00
1.000000000000000000e+00,-2.793644488794128772e-02,1.346519025798764924e+00,1.352226956331981533e+00,1.000000000000000000e+00
2.000000000000000000e+00,-2.776239176709469070e-02,1.097365337030215438e+00,1.357179952550815027e+00,1.000000000000000000e+00
3.000000000000000000e+00,-2.855915503216422888e-02,8.473127108114549833e-01,1.356742070365654973e+00,1.000000000000000000e+00
4.000000000000000000e+00,-3.278297413086581069e-02,6.028247509886769384e-01,1.356301837471841853e+00,1.000000000000000000e+00
5.000000000000000000e+00,-3.023464230566902042e-02,3.519495647673142047e-01,1.360638456700111076e+00,1.000000000000000000e+00
6.000000000000000000e+00,-3.639079521468710499e-02,1.035621193157463260e-01,1.358649416084618977e+00,1.000000000000000000e+00
7.000000000000000000e+00,3.700089751299183161e-01,1.593476639017565644e+00,1.362153886663818758e+00,1.000000000000000000e+00
8.000000000000000000e+00,3.685973803194364518e-01,1.345229160242380040e+00,1.366191196143051068e+00,1.000000000000000000e+00
9.000000000000000000e+00,3.682738009346100960e-01,1.095183017507242340e+00,1.370195418634391871e+00,1.000000000000000000e+00
1.000000000000000000e+01,3.670509361459396991e-01,8.458276886844516840e-01,1.371581292408755814e+00,1.000000000000000000e+00
1.100000000000000000e+01,3.630145832518011373e-01,6.028629776008053165e-01,1.369482780105289565e+00,1.000000000000000000e+00
1.200000000000000000e+01,3.659350642546185806e-01,3.505543843810966509e-01,1.376261553755082412e+00,1.000000000000000000e+00
1.300000000000000000e+01,3.614921956038116835e-01,1.015189754895124002e-01,1.373332803596511331e+00,1.000000000000000000e+00
1.400000000000000000e+01,7.642749579504788393e-01,1.591396990960000979e+00,1.364427768477953773e+00,1.000000000000000000e+00
1.500000000000000000e+01,7.640017221714152651e-01,1.344702063502849709e+00,1.374761126015068502e+00,1.000000000000000000e+00
1.600000000000000000e+01,7.630928714907370125e-01,1.096988177794101516e+00,1.377318162301997218e+00,1.000000000000000000e+00
1.700000000000000000e+01,7.604401118364825241e-01,8.503411550006787500e-01,1.376588557641860611e+00,1.000000000000000000e+00
1.800000000000000000e+01,7.567644551574164158e-01,6.068807731076742984e-01,1.376345729039648136e+00,1.000000000000000000e+00
1.900000000000000000e+01,7.580472220911363967e-01,3.574322906631229313e-01,1.374705986117218615e+00,1.000000000000000000e+00
2.000000000000000000e+01,7.537337138937455494e-01,1.095794982328877898e-01,1.375024514597719127e+00,1.000000000000000000e+00
2.100000000000000000e+01,1.168271615575354749e+00,1.586969152972904418e+00,1.356390686221360609e+00,1.000000000000000000e+00
2.200000000000000000e+01,1.166575145308533124e+00,1.338609024447948048e+00,1.361378213395121106e+00,1.000000000000000000e+00
2.300000000000000000e+01,1.166094174548709894e+00,1.091537336307199180e+00,1.364942836933547010e+00,1.000000000000000000e+00
2.400000000000000000e+01,1.163879601708669442e+00,8.441160648338699168e-01,1.366362935965290903e+00,1.000000000000000000e+00
2.500000000000000000e+01,1.159059598925607615e+00,6.036635798960184873e-01,1.362145307350475010e+00,1.000000000000000000e+00
